gender,condition,response,rt,key_t,img,pause_trigger_t,onset_word,onset_img,correct_resp,delay_frames_after,no,word_score_warriner,ID,img_trigger,scan day,duration_frames,word_label,offset_img,duration_measured_img,word_trigger,delay_frames_before,age,duration_measured_word,session,pause_trigger,word_score_pc,offset_word,word
male,faceWord_exp,b,0.5472654000041075,455.5274341000186,image_stim_p.png,452.9620234000031,451.2633021000074,454.9801687000145,1,336,46,7.59,kranalarm,21,Monday,42,pos,455.6594584000122,0.6792896999977529,11,180,20,0.6989805999910459,2,31,-1.3695211950901562,451.96228269999847,tree
male,faceWord_exp,b,-5.646894000004977,461.9418896000134,image_stim_n.png,462.97554090002086,461.2765508000157,467.58878360001836,0,180,47,5.19,kranalarm,22,Monday,42,neu,468.2704788999981,0.681695299979765,13,336,20,0.6980758999998216,2,42,0.650019808676411,461.9746267000155,highway
male,faceWord_exp,b,0.39415439998265356,475.38430700000026,image_stim_p.png,472.97100099999807,471.2705675000034,474.9901526000176,1,336,48,5.62,kranalarm,21,Monday,42,neu,475.68272579999757,0.6925731999799609,13,180,20,0.6981057999946643,2,41,-0.18776275500974607,471.96867329999804,speech
male,faceWord_exp,b,0.6982842999859713,488.2939592000039,image_stim_p.png,482.9804836999974,481.2828092999989,487.5956749000179,1,180,49,7.5,kranalarm,21,Monday,42,pos,488.2764463000058,0.6807713999878615,11,336,20,0.698714199999813,2,31,-1.7608811602119443,481.98152349999873,summer
male,faceWord_exp,b,0.41381659999024123,495.40842910000356,image_stim_p.png,492.9790253000101,491.2777169000183,494.9946125000133,1,336,50,7.88,kranalarm,21,Monday,42,pos,495.6965735999984,0.7019610999850556,11,180,20,0.699997199990321,2,31,-1.8879163634684628,491.9777141000086,joke
male,faceWord_exp,b,0.24030520001542754,505.253480400017,image_stim_n.png,502.98792919999687,501.294266300014,505.01317520000157,0,336,51,5.67,kranalarm,22,Monday,42,neu,505.70243610002217,0.6892609000205994,13,180,20,0.6939002999861259,2,42,-0.32263149533554664,501.9881666000001,attribute
male,faceWord_exp,,,,image_stim_n.png,512.998507900018,511.3008799000236,517.6151352000015,,180,52,5.8,kranalarm,22,Monday,42,neu,518.2949097000237,0.6797745000221767,13,336,20,0.6980015999870375,2,42,-0.5451009915059291,511.9988815000106,toaster
male,faceWord_exp,b,0.5145071999868378,525.5269199000031,image_stim_p.png,522.9933970000129,521.2958197999978,525.0124127000163,1,336,53,6.91,kranalarm,21,Monday,42,pos,525.7082780000055,0.6958652999892365,11,180,20,0.6977177000080701,2,31,-1.7539828459428422,521.9935375000059,spaghetti
male,faceWord_exp,,,,image_stim_n.png,533.0219126000011,531.3264052000013,537.6563561000221,,180,54,5.5,kranalarm,22,Monday,42,neu,538.3350468999997,0.6786907999776304,13,336,20,0.6951019999978598,2,42,0.3495373155897487,532.0215071999992,winter
male,faceWord_exp,,,,image_stim_n.png,543.0332423000073,541.3356312999967,547.6513832000201,,180,55,4.29,kranalarm,22,Monday,42,neg,548.3640353000083,0.7126520999881905,12,336,20,0.698065200005658,2,32,2.351878020671037,542.0336965000024,tired
male,faceWord_exp,b,0.3865908000152558,555.478513900016,image_stim_p.png,553.0620342000038,551.3646260999958,555.0919231000007,1,336,56,6.36,kranalarm,21,Monday,42,pos,555.7771037000057,0.6851806000049692,11,180,20,0.6967705000133719,2,31,-1.2502658664257256,552.0613966000092,day
male,faceWord_exp,,,,image_stim_n.png,563.1065174000105,561.4133822000003,567.7225725000026,,180,57,2.29,kranalarm,22,Monday,42,neg,568.4035973999999,0.6810248999972828,12,336,20,0.6932233000115957,2,32,3.4738609063027237,562.1066055000119,sick
male,faceWord_exp,b,0.5084531999891624,575.6340065000113,image_stim_p.png,573.1014973999991,571.4050697000057,575.1255533000221,1,336,58,5.29,kranalarm,21,Monday,42,neu,575.8171837000118,0.6916303999896627,13,180,20,0.6964199999929406,2,41,0.0657349158769076,572.1014896999986,camel
male,faceWord_exp,,,,image_stim_n.png,583.1466747000231,581.4514679000131,585.1758308999997,,336,59,5.43,kranalarm,22,Monday,42,neu,585.862850400008,0.6870195000083186,13,180,20,0.6954587000072934,2,42,-0.34443889393116306,582.1469266000204,asparagus
male,faceWord_exp,b,0.3670859000121709,595.5749395000166,image_stim_p.png,593.1581553000142,591.4636409000086,595.2078536000045,1,336,60,6.73,kranalarm,21,Monday,42,pos,595.8897176000173,0.6818640000128653,11,180,20,0.6946505999949295,2,31,-2.2291915044129413,592.1582915000035,luck
